"","OBJECTID","PROVINCE","DISTRICT","TEHSIL","SHAPE_Leng","Area_Sq_Km","Shape_Le_1","Shape_Area","id","penta1_in_clinic","penta3_in_clinic","penta1_out_clinic","penta3_out_clinic","penta1_ratio","penta3_ratio","OutreachClinicRatio","vaccinations","penta1","penta2","penta3"
"389",392,"PUNJAB","RAJANPUR","DE-EXCLUDED AREA RAJANPUR",4.67638595741,4794.03065535,4.67638595733,0.445137626897,"389",0,0,73,200,0,0,Inf,0,31,10,25
"390",393,"PUNJAB","RAJANPUR","JAMPUR",2.28883986333,2212.12198695,2.28883986292,0.206002067795,"390",3957,4801,-75273,8097,-0.0554854450614168,-0.0540524758642168,-19.5005401512423,0,5615,4480,5014
"391",394,"PUNJAB","RAJANPUR","RAJANPUR",2.88511413783,2718.20427458,2.88511413927,0.252191747352,"391",2583,3485,-51267,8039,-0.0530564456494947,-0.0557906386302975,-18.9241540256709,0,6285,5264,5060
"392",395,"PUNJAB","RAJANPUR","ROJHAN",2.98832848188,2798.61790342,2.98832848577,0.258689808987,"392",811,1053,-12008,6948,-0.0724301152094311,-0.0960252600297177,-11.4139264990329,0,4860,3584,3689
"393",396,"PUNJAB","RAWALPINDI","GUJAR KHAN",2.32020822593,1480.87761076,2.32020822135,0.142837678932,"393",3294,4936,-74829,18549,-0.0460473893898092,-0.0457860746072037,-22.840701754386,0,11719,11212,11144
"394",397,"PUNJAB","RAWALPINDI","KAHUTA",1.30855484875,614.738837862,1.30855484971,0.0595125445879,"394",2524,3210,-74377,7782,-0.0351272737394402,-0.0345915457051354,-29.9087977890373,0,6411,6207,6595
"395",398,"PUNJAB","RAWALPINDI","KALLAR SAYYEDAN",1.38207650907,471.215128682,1.38207650772,0.0455330586755,"395",1756,2104,-43510,5387,-0.0420558509364372,-0.0390957939596072,-26.5781990521327,0,4061,4214,4423
"396",399,"PUNJAB","RAWALPINDI","KOTLI SATTIAN",1.1416461299,368.717437104,1.14164612788,0.0357738018149,"396",410,755,-7948,3901,-0.0543910851684797,-0.054919576872917,-19.2084432717678,0,1882,1817,2031
"397",400,"PUNJAB","RAWALPINDI","MURREE",1.1674013694,384.903634487,1.16740136747,0.0373834065647,"397",753,861,-13056,5857,-0.0612045842477444,-0.0605385920271416,-17.5183887915937,0,3538,3227,3241
"398",401,"PUNJAB","RAWALPINDI","RAWALPINDI",2.73041636703,1620.55254778,2.73041636994,0.156662062439,"398",4462,4812,-97733,36655,-0.0478390925368014,-0.04973298544222,-21.1073792596225,0,19929,20231,19670
"399",402,"PUNJAB","RAWALPINDI","TAXILA",0.896920123457,279.556575039,0.896920125034,0.0271365256772,"399",601,875,-5808,9396,-0.115421547916267,-0.145968216597999,-7.8508064516129,0,4777,4750,4810
"400",403,"PUNJAB","SAHIWAL","CHICHAWATNI",2.60438483431,1587.54823798,2.60438483507,0.148738680975,"400",2135,2682,-30761,35187,-0.0745825473345909,-0.104143070044709,-10.6021751574127,0,14019,13051,13405
"401",404,"PUNJAB","SAHIWAL","SAHIWAL_SAHIWAL",2.47041660401,1644.6217452,2.47041660226,0.154299986255,"401",0,0,0,0,NA,NA,NA,0,0,0,0
